Symbol,Company Name,"Industry<path fill-rule=""evenodd"" d=""M14.707 12.707a1 1 0 01-1.414 0L10 9.414l-3.293 3.293a1 1 0 01-1.414-1.414l4-4a1 1 0 011.414 0l4 4a1 1 0 010 1.414z"" clip-rule=""evenodd"">",Market Cap
FRON,Frontier Acquisition,Blank Check / SPAC,287.34M
FRSG,First Reserve Sustainable Growth,Blank Check / SPAC,276.38M
FRW,PWP Forward Acquisition I,Blank Check / SPAC,258.46M
FRXB,Forest Road Acquisition II,Blank Check / SPAC,427.87M
FSII,FS Development II,Blank Check / SPAC,263.00M
FSNB,Fusion Acquisition II,Blank Check / SPAC,610.00M
FSRX,FinServ Acquisition II,Blank Check / SPAC,372.47M
FSSI,Fortistar Sustainable Solutions,Blank Check / SPAC,315.35M
FST,Fast Acquisition,Blank Check / SPAC,320.25M
FTAA,FTAC Athena Acquisition,Blank Check / SPAC,340.17M
FTCV,FinTech Acquisition V,Blank Check / SPAC,374.69M
FTEV,FinTech Evolution Acquisition,Blank Check / SPAC,334.06M
FTPA,FTAC Parnassus Acquisition,Blank Check / SPAC,334.31M
FTVI,FinTech Acquisition VI,Blank Check / SPAC,337.40M
FVAM,5:01 Acquisition,Blank Check / SPAC,108.36M
FVIV,Fortress Value Acquisition IV,Blank Check / SPAC,636.35M
FVT,Fortress Value Acquisition III,Blank Check / SPAC,280.74M
FWAC,Fifth Wall Acquisition III,Blank Check / SPAC,349.29M
FZT,FAST Acquisition II,Blank Check / SPAC,272.36M
GACQ,Global Consumer Acquisition,Blank Check / SPAC,221.18M
GAMC,Golden Arrow Merger,Blank Check / SPAC,350.03M
GAPA,G&P Acquisition,Blank Check / SPAC,215.91M
GBRG,Goldenbridge Acquisition,Blank Check / SPAC,75.21M
GCAC,Growth Capital Acquisition,Blank Check / SPAC,214.55M
GFOR,Graf Acquisition IV,Blank Check / SPAC,209.38M
GFX,Golden Falcon Acquisition,Blank Check / SPAC,422.19M
GGGV,G3 VRM Acquisition,Blank Check / SPAC,139.30M
GGMC,Glenfarne Merger,Blank Check / SPAC,339.45M
GGPI,Gores Guggenheim,Blank Check / SPAC,1.10B
GHAC,Gaming & Hospitality Acquisition,Blank Check / SPAC,251.59M
GIG,GigCapital4,Blank Check / SPAC,459.50M
GIIX,Gores Holdings VIII,Blank Check / SPAC,423.49M
GIW,GigInternational1,Blank Check / SPAC,268.68M
GLAQ,Globis Acquisition,Blank Check / SPAC,151.86M
GLBL,Cartesian Growth,Blank Check / SPAC,428.66M
GLEE,Gladstone Acquisition,Blank Check / SPAC,135.37M
GLHA,Glass Houses Acquisition,Blank Check / SPAC,268.43M
GLSPT,Global SPAC Partners,Blank Check / SPAC,258.43M
GLTA,Galata Acquisition,Blank Check / SPAC,154.31M
GMBT,Queen's Gambit Growth Capital,Blank Check / SPAC,428.23M
GMII,Gores Metropoulos II,Blank Check / SPAC,561.37M
GNAC,Group Nine Acquisition,Blank Check / SPAC,280.60M
GOAC,GO Acquisition,Blank Check / SPAC,707.25M
GOBI,Gobi Acquisition,Blank Check / SPAC,313.12M
GPAC,Global Partner Acquisition II,Blank Check / SPAC,366.00M
GPCO,Golden Path Acquisition,Blank Check / SPAC,74.65M
GRCY,Greencity Acquisition,Blank Check / SPAC,53.65M
GSAQ,Global Synergy Acquisition,Blank Check / SPAC,317.94M
GSEV,Gores Holdings VII,Blank Check / SPAC,675.12M
GSQB,G Squared Ascend II,Blank Check / SPAC,67.32M
GSQD,G Squared Ascend I,Blank Check / SPAC,426.31M
GTPA,Gores Technology Partners,Blank Check / SPAC,339.97M
GTPB,Gores Technology Partners II,Blank Check / SPAC,566.38M
GWII,Good Works II Acquisition,Blank Check / SPAC,251.11M
GXII,GX Acquisition II,Blank Check / SPAC,364.87M
HAAC,Health Assurance Acquisition,Blank Check / SPAC,541.88M
HCAQ,HealthCor Catalio Acquisition,Blank Check / SPAC,269.67M
HCAR,Healthcare Services Acquisition,Blank Check / SPAC,404.48M
HCIC,Hennessy Capital Investment V,Blank Check / SPAC,433.41M
HCII,Hudson Executive Investment II,Blank Check / SPAC,305.62M
HCNE,JAWS Hurricane Acquisition,Blank Check / SPAC,386.62M
HERA,FTAC Hera Acquisition,Blank Check / SPAC,1.06B
HHLA,HH&L Acquisition,Blank Check / SPAC,503.53M
HIGA,H.I.G. Acquisition,Blank Check / SPAC,447.20M
HIII,Hudson Executive Investment III,Blank Check / SPAC,730.58M
HLAH,Hamilton Lane Alliance Holdings I,Blank Check / SPAC,317.56M
HLXA,Helix Acquisition,Blank Check / SPAC,147.41M
HMCO,HumanCo Acquisition,Blank Check / SPAC,380.53M
HSAQ,Health Sciences Acquisitions 2,Blank Check / SPAC,201.43M
HTPA,Highland Transcend Partners I,Blank Check / SPAC,372.75M
HUGS,USHG Acquisition,Blank Check / SPAC,348.10M
HWEL,Healthwell Acquisition I,Blank Check / SPAC,302.50M
HYAC,Haymaker Acquisition III,Blank Check / SPAC,387.35M
HYZN,Hyzon Motors,Blank Check / SPAC,1.56B
HZON,Horizon Acquisition II,Blank Check / SPAC,647.72M
IACB,ION Acquisition 2,Blank Check / SPAC,314.67M
IACC,ION Acquisition 3,Blank Check / SPAC,315.73M
IBER,Ibere Pharmaceuticals,Blank Check / SPAC,167.84M
IGAC,IG Acquisition,Blank Check / SPAC,370.50M
IGNY,Ignyte Acquisition,Blank Check / SPAC,71.27M
IIAC,Investindustrial Acquisition,Blank Check / SPAC,505.64M
IIII,Insu Acquisition III,Blank Check / SPAC,334.01M
IMAQ,International Media Acquisition,Blank Check / SPAC,233.92M
IMPX,AEA-Bridges Impact Corp,Blank Check / SPAC,491.00M
INAQ,Insight Acquisition,Blank Check / SPAC,292.80M
INKA,KludeIn I Acquisition,Blank Check / SPAC,212.28M
IPOD,Social Capital Hedosophia IV,Blank Check / SPAC,596.28M
IPOF,Social Capital Hedosophia VI,Blank Check / SPAC,1.48B
IPVA,InterPrivate II Acquisition,Blank Check / SPAC,318.93M
IPVF,InterPrivate III Financial Partners,Blank Check / SPAC,330.70M
IPVI,InterPrivate IV InfraTech Partners,Blank Check / SPAC,349.85M
ISAA,Iron Spark I,Blank Check / SPAC,222.72M
ISLE,Isleworth Healthcare Acquisition,Blank Check / SPAC,257.46M
ISOS,Isos Acquisition,Blank Check / SPAC,321.73M
ITHX,ITHAX Acquisition,Blank Check / SPAC,300.91M
ITQ,Itiquira Acquisition,Blank Check / SPAC,280.02M
IVAN,Ivanhoe Capital Acquisition,Blank Check / SPAC,360.52M
JAQC,Jupiter Acquisition,Blank Check / SPAC,196.89M
JATT,JATT Acquisition,Blank Check / SPAC,148.05M
JCIC,Jack Creek Investment,Blank Check / SPAC,421.33M
JOFF,JOFF Fintech Acquisition,Blank Check / SPAC,504.04M
JUGG,JAWS Juggernaut Acquisition,Blank Check / SPAC,338.10M
JWSM,Jaws Mustang Acquisition,Blank Check / SPAC,1.27B
JYAC,Jiya Acquisition,Blank Check / SPAC,136.40M
KAHC,KKR Acquisition Holdings I,Blank Check / SPAC,1.69B
KAII,Kismet Acquisition Two,Blank Check / SPAC,284.90M
KAIR,Kairos Acquisition,Blank Check / SPAC,337.76M
KCGI,Kensington Capital Acquisition V,Blank Check / SPAC,301.66M
KIII,Kismet Acquisition Three,Blank Check / SPAC,354.17M
KINZ,Kins Technology Group,Blank Check / SPAC,343.97M
KLAQ,KL Acquisition,Blank Check / SPAC,351.11M
KRNL,Kernel Group Holdings,Blank Check / SPAC,371.80M
KSI,Kadem Sustainable Impact,Blank Check / SPAC,212.63M
KVSA,Khosla Ventures Acquisition,Blank Check / SPAC,404.09M
KVSB,Khosla Ventures Acquisition II,Blank Check / SPAC,485.31M
KVSC,Khosla Ventures Acquisition III,Blank Check / SPAC,670.11M
KWAC,Kingswood Acquisition,Blank Check / SPAC,146.53M
LAAA,Lakeshore Acquisition I,Blank Check / SPAC,69.61M
LCA,Landcadia Holdings IV,Blank Check / SPAC,613.13M
LCAA,L Catterton Asia Acquisition,Blank Check / SPAC,349.90M
LCAP,Lionheart Acquisition II,Blank Check / SPAC,293.12M
LDHA,LDH Growth I,Blank Check / SPAC,282.61M
LEGA,Lead Edge Growth Opportunities,Blank Check / SPAC,291.57M
LFG,Archaea Energy,Blank Check / SPAC,564.41M
LFTR,Lefteris Acquisition,Blank Check / SPAC,254.47M
LGAC,Lazard Growth Acquisition I,Blank Check / SPAC,702.22M
LGV,Longview Acquisition II,Blank Check / SPAC,858.19M
LHAA,Lerer Hippeau Acquisition,Blank Check / SPAC,287.95M
LIII,Leo Holdings III,Blank Check / SPAC,343.41M
LJAQ,LightJump Acquisition,Blank Check / SPAC,171.27M
LMACA,Liberty Media Acquisition,Blank Check / SPAC,733.12M
LMAO,LMF Acquisition Opportunities,Blank Check / SPAC,130.15M
LNFA,L&F Acquisition,Blank Check / SPAC,216.38M
LOKM,Live Oak Mobility Acquisition,Blank Check / SPAC,309.92M
LUXA,Lux Health Tech Acquisition,Blank Check / SPAC,426.08M
LVRA,Levere Holdings,Blank Check / SPAC,330.41M
MACA,Moringa Acquisition,Blank Check / SPAC,261.37M
MACC,Mission Advancement,Blank Check / SPAC,420.47M
MACQ,MCAP Acquisition,Blank Check / SPAC,392.15M
MACU,Mallard Acquisition,Blank Check / SPAC,136.95M
MAQC,Maquia Capital Acquisition,Blank Check / SPAC,224.39M
MBAC,M3-Brigade Acquisition II,Blank Check / SPAC,498.00M
MBTC,Nocturne Acquisition,Blank Check / SPAC,148.40M
MCAE,Mountain Crest Acquisition III,Blank Check / SPAC,69.88M
MCAF,Mountain Crest Acquisition IV,Blank Check / SPAC,74.89M
MDH,MDH Acquisition,Blank Check / SPAC,341.21M
MEAC,Mercury Ecommerce Acquisition,Blank Check / SPAC,215.25M
MEKA,MELI Kaszek Pioneer,Blank Check / SPAC,381.97M
MEOA,Minority Equality Opportunities Acquisition,Blank Check / SPAC,135.71M
MIT,Mason Industrial Technology,Blank Check / SPAC,610.00M
MITA,Coliseum Acquisition,Blank Check / SPAC,189.46M
MLAC,Malacca Straits Acquisition,Blank Check / SPAC,178.97M
MON,Monument Circle Acquisition,Blank Check / SPAC,305.00M
MOTN,Motion Acquisition,Blank Check / SPAC,146.48M
MOTV,Motive Capital,Blank Check / SPAC,513.88M
MPAC,Model Performance Acquisition,Blank Check / SPAC,72.38M
MSAC,Medicus Sciences Acquisition,Blank Check / SPAC,113.13M
MSDA,MSD Acquisition,Blank Check / SPAC,711.56M
MTAC,MedTech Acquisition,Blank Check / SPAC,310.00M
MTAL,Metals Acquisition,Blank Check / SPAC,305.00M
MUDS,Mudrick Capital Acquisition II,Blank Check / SPAC,393.73M
NAAC,North Atlantic Acquisition,Blank Check / SPAC,463.94M
NBST,Newbury Street Acquisition,Blank Check / SPAC,161.79M
NDAC,Nightdragon Acquisition,Blank Check / SPAC,431.88M
NGAB,Northern Genesis Acquisition II,Blank Check / SPAC,516.98M
NGC,Northern Genesis Acquisition III,Blank Check / SPAC,211.68M
NGCA,NextGen Acquisition II,Blank Check / SPAC,481.59M
NLIT,Northern Lights Acquisition,Blank Check / SPAC,150.22M
NN,NextNav,Blank Check / SPAC,271.50M
NOAC,Natural Order Acquisition,Blank Check / SPAC,282.04M
NOVV,Nova Vision Acquisition,Blank Check / SPAC,74.50M
NRAC,Noble Rock Acquisition,Blank Check / SPAC,294.93M
NSTC,Northern Star Investment III,Blank Check / SPAC,488.50M
NSTD,Northern Star Investment IV,Blank Check / SPAC,489.00M
NVSA,New Vista Acquisition,Blank Check / SPAC,336.72M
NVTS,Navitas Semiconductor,Blank Check / SPAC,248.26M
NXU,Novus Capital II,Blank Check / SPAC,359.02M
OACB,Oaktree Acquisition II,Blank Check / SPAC,309.37M
OCA,Omnichannel Acquisition,Blank Check / SPAC,256.83M
OCAX,OCA Acquisition,Blank Check / SPAC,185.38M
OEPW,One Equity Partners Open Water I,Blank Check / SPAC,420.90M
OHPA,Orion Acquisition,Blank Check / SPAC,505.60M
OMEG,Omega Alpha SPAC,Blank Check / SPAC,173.43M
OPA,Magnum Opus Acquisition,Blank Check / SPAC,249.00M
ORIA,Orion Biotech Opportunities,Blank Check / SPAC,250.00M
OSI,Osiris Acquisition,Blank Check / SPAC,280.89M
OSTR,Oyster Enterprises Acquisition,Blank Check / SPAC,280.60M
OTEC,OceanTech Acquisitions I,Blank Check / SPAC,103.98M
OTRA,OTR Acquisition,Blank Check / SPAC,133.74M
OXAC,Oxbridge Acquisition,Blank Check / SPAC,144.03M
OXUS,Oxus Acquisition,Blank Check / SPAC,216.14M
PACX,Pioneer Merger,Blank Check / SPAC,502.12M
PAFO,Pacifico Acquisition,Blank Check / SPAC,74.20M
PAIC,Petra Acquisition,Blank Check / SPAC,66.32M
PANA,Panacea Acquisition II,Blank Check / SPAC,263.74M
PAQC,Provident Acquisition,Blank Check / SPAC,281.18M
PCPC,Periphas Capital Partnering,Blank Check / SPAC,433.19M
PDOT,Peridot Acquisition II,Blank Check / SPAC,500.36M
PFDR,Pathfinder Acquisition,Blank Check / SPAC,403.41M
PFTA,Portage Fintech Acquisition,Blank Check / SPAC,282.46M
PGRW,Progress Acquisition,Blank Check / SPAC,213.22M
PHIC,Population Health Investment,Blank Check / SPAC,211.96M
PIAI,Prime Impact Acquisition I,Blank Check / SPAC,355.84M
PICC,Pivotal Investment III,Blank Check / SPAC,338.10M
PIPP,Pine Island Acquisition,Blank Check / SPAC,267.25M
PLMI,Plum Acquisition I,Blank Check / SPAC,387.45M
PMGM,Priveterra Acquisition,Blank Check / SPAC,387.53M
PMVC,PMV Consumer Acquisition,Blank Check / SPAC,215.25M
PNTM,Pontem,Blank Check / SPAC,842.66M
POND,Angel Pond Holdings,Blank Check / SPAC,323.60M
PONO,Pono Capital,Blank Check / SPAC,143.03M
POW,Powered Brands,Blank Check / SPAC,337.07M
PPGH,Poema Global,Blank Check / SPAC,428.23M
PPHP,PHP Ventures Acquisition,Blank Check / SPAC,71.16M
PRBM,Parabellum Acquisition,Blank Check / SPAC,153.13M
PRPC,CC Neuberger Principal Holdings III,Blank Check / SPAC,543.72M
PRSR,Prospector Capital,Blank Check / SPAC,396.50M
PSAG,Property Solutions Acquisition II,Blank Check / SPAC,396.43M
PSPC,Post Holdings Partnering,Blank Check / SPAC,430.21M
PTIC,Proptech Investment II,Blank Check / SPAC,281.75M
PTOC,Pine Technology Acquisition,Blank Check / SPAC,418.74M
PUCK,Goal Acquisitions,Blank Check / SPAC,323.32M
PV,Primavera Capital Acquisition,Blank Check / SPAC,525.14M
QFTA,Quantum FinTech Acquisition,Blank Check / SPAC,247.79M
RACB,Research Alliance II,Blank Check / SPAC,189.37M
RAM,Aries I Acquisition,Blank Check / SPAC,179.51M
RBAC,Redball Acquisition,Blank Check / SPAC,725.94M
RCHG,Recharge Acquisition,Blank Check / SPAC,247.99M
RCLF,Rosecliff Acquisition I,Blank Check / SPAC,307.40M
RDBX,Redbox Entertainment,Blank Check / SPAC,608.36M
REVE,Alpine Acquisition,Blank Check / SPAC,127.89M
REVH,Revolution Healthcare Acquisition,Blank Check / SPAC,565.37M
RICO,Agrico Acquisition,Blank Check / SPAC,157.82M
RKTA,Rocket Internet Growth Opportunities,Blank Check / SPAC,326.41M
RMGC,RMG Acquisition III,Blank Check / SPAC,589.26M
ROCG,Roth CH Acquisition IV,Blank Check / SPAC,127.95M
ROCR,Roth CH Acquisition III,Blank Check / SPAC,147.24M
RONI,Rice Acquisition II,Blank Check / SPAC,342.61M
ROSS,Ross Acquisition II,Blank Check / SPAC,422.63M
RTPY,Reinvent Technology Partners Y,Blank Check / SPAC,1.22B
RVAC,Riverview Acquisition,Blank Check / SPAC,312.70M
RXRA,RXR Acquisition,Blank Check / SPAC,421.76M
SABS,SAB Biotherapeutics,Blank Check / SPAC,124.70M
SBEA,SilverBox Engaged Merger I,Blank Check / SPAC,423.49M
SBII,Sandbridge X2,Blank Check / SPAC,290.92M
SCAQ,Stratim Cloud Acquisition,Blank Check / SPAC,304.69M
SCLE,Broadscale Acquisition,Blank Check / SPAC,420.47M
SCOA,ScION Tech Growth I,Blank Check / SPAC,703.66M
SCOB,ScION Tech Growth II,Blank Check / SPAC,420.47M
SDAC,Sustainable Development Acquisition I,Blank Check / SPAC,387.01M
SEAH,Sports Entertainment Acquisition,Blank Check / SPAC,630.00M
SHAC,SCP & CO Healthcare Acquisition,Blank Check / SPAC,280.60M
SHQA,Shelter Acquisition I,Blank Check / SPAC,244.50M
SKYA,Skydeck Acquisition,Blank Check / SPAC,270.70M
SLAC,Social Leverage Acquisition I,Blank Check / SPAC,421.76M
SLAM,Slam Corp.,Blank Check / SPAC,703.66M
SLCR,Silver Crest Acquisition,Blank Check / SPAC,427.37M
SMIH,Summit Healthcare Acquisition,Blank Check / SPAC,249.52M
SNII,Supernova Partners Acquisition II,Blank Check / SPAC,453.68M
SNRH,Senior Connect Acquisition I,Blank Check / SPAC,506.11M
SPAQ,Spartan Acquisition III,Blank Check / SPAC,687.93M
SPGS,Simon Property Group Acquisition,Blank Check / SPAC,421.76M
SPK,SPK Acquisition,Blank Check / SPAC,77.90M
SPKB,Silver Spike Acquisition II,Blank Check / SPAC,350.39M
SPTK,SportsTek Acquisition,Blank Check / SPAC,210.45M
SRSA,Sarissa Capital Acquisition,Blank Check / SPAC,246.25M
SRZN,Surrozen,Blank Check / SPAC,267.61M
SSAA,Science Strategic Acquisition Alpha,Blank Check / SPAC,379.97M
STRE,Supernova Partners Acquisition III,Blank Check / SPAC,344.62M
SV,Spring Valley Acquisition,Blank Check / SPAC,286.64M
SVFA,SVF Investment,Blank Check / SPAC,761.48M
SVFB,SVF Investment 2,Blank Check / SPAC,296.58M
SVFC,SVF Investment 3,Blank Check / SPAC,412.45M
SVOK,Seven Oaks Acquisition,Blank Check / SPAC,322.63M
SWAG,Software Acquisition Group III,Blank Check / SPAC,247.00M
SWBK,Switchback II,Blank Check / SPAC,395.31M
SWET,Athlon Acquisition,Blank Check / SPAC,337.19M
SWSS,Springwater Special Situations,Blank Check / SPAC,193.55M
TACA,Trepont Acquisition I,Blank Check / SPAC,286.64M
TBCP,Thunder Bridge Capital Partners III,Blank Check / SPAC,517.51M
TBSA,TB SA Acquisition,Blank Check / SPAC,243.75M
TCAC,Tuatara Capital Acquisition,Blank Check / SPAC,243.50M
TCVA,TCV Acquisition,Blank Check / SPAC,503.85M
TDAC,Trident Acquisitions,Blank Check / SPAC,181.19M
TEKK,Tekkorp Digital Acquisition,Blank Check / SPAC,307.19M
TETC,Tech & Energy Transition,Blank Check / SPAC,469.22M
THCP,Thunder Bridge Capital Partners IV,Blank Check / SPAC,280.31M
THMA,Thimble Point Acquisition,Blank Check / SPAC,344.31M
TINV,Tiga Acquisition,Blank Check / SPAC,349.83M
TIOA,Tio Tech A,Blank Check / SPAC,420.04M
TLGA,TLG Acquisition One,Blank Check / SPAC,486.50M
TMAC,Music Acquisition,Blank Check / SPAC,280.59M
TMKR,Tastemaker Acquisition,Blank Check / SPAC,339.48M
TMPM,Turmeric Acquisition,Blank Check / SPAC,123.69M
TPGS,TPG Pace Solutions,Blank Check / SPAC,396.23M
TRCA,Twin Ridge Capital Acquisition,Blank Check / SPAC,259.18M
TREB,Trebia Acquisition,Blank Check / SPAC,643.64M
TRON,Corner Growth Acquisition 2,Blank Check / SPAC,228.71M
TRTL,TortoiseEcofin Acquisition III,Blank Check / SPAC,364.88M
TSIB,Tishman Speyer Innovation II,Blank Check / SPAC,366.75M
TSPQ,TCW Special Purpose Acquisition,Blank Check / SPAC,566.00M
TUGC,TradeUP Global,Blank Check / SPAC,57.83M
TVAC,Thayer Ventures Acquisition,Blank Check / SPAC,218.86M
TWCB,Bilander Acquisition,Blank Check / SPAC,195.60M
TWLV,Twelve Seas Investment II,Blank Check / SPAC,430.50M
TWND,Tailwind Acquisition,Blank Check / SPAC,411.50M
TWNI,Tailwind International Acquisition,Blank Check / SPAC,420.90M
TWNT,Tailwind Two Acquisition,Blank Check / SPAC,428.66M
TWOA,two,Blank Check / SPAC,267.95M
TZPS,TZP Strategies Acquisition,Blank Check / SPAC,350.75M
UPTD,TradeUP Acquisition,Blank Check / SPAC,52.53M
VAQC,Vector Acquisition II,Blank Check / SPAC,560.60M
VCKA,Vickers Vantage I,Blank Check / SPAC,230.69M
VCXA,10x Capital Venture Acquisition II,Blank Check / SPAC,276.99M
VELO,Velocity Acquisition,Blank Check / SPAC,284.91M
VENA,Venus Acquisition,Blank Check / SPAC,60.98M
VGII,Virgin Group Acquisition II,Blank Check / SPAC,494.09M
VHAQ,Viveon Health Acquisition,Blank Check / SPAC,226.23M
VII,7GC & Co. Holdings,Blank Check / SPAC,281.18M
VLAT,Valor Latitude Acquisition,Blank Check / SPAC,282.90M
VMAC,Vistas Media Acquisition,Blank Check / SPAC,129.78M
VOSO,Virtuoso Acquisition,Blank Check / SPAC,287.79M
VPCB,VPC Impact Acquisition II,Blank Check / SPAC,318.77M
VPCC,VPC Impact Acquisition III,Blank Check / SPAC,317.52M
VTAQ,Ventoux CCM Acquisition,Blank Check / SPAC,215.62M
VTIQ,VectoIQ Acquisition II,Blank Check / SPAC,346.21M
VYGG,Vy Global Growth,Blank Check / SPAC,642.40M
WALD,Waldencast Acquisition,Blank Check / SPAC,419.61M
WARR,Warrior Technologies Acquisition,Blank Check / SPAC,284.78M
WAVC,Waverley Capital Acquisition 1,Blank Check / SPAC,241.25M
WPCA,Warburg Pincus Capital I-A,Blank Check / SPAC,348.96M
WPCB,Warburg Pincus Capital I-B,Blank Check / SPAC,670.85M
WQGA,World Quantum Growth Acquisition,Blank Check / SPAC,246.00M
WRAC,Williams Rowland Acquisition,Blank Check / SPAC,247.75M
XPAX,XPAC Acquisition,Blank Check / SPAC,241.75M
XPDI,Power & Digital Infrastructure Acquisition,Blank Check / SPAC,565.37M
XPOA,DPCM Capital,Blank Check / SPAC,368.25M
YAC,Yucaipa Acquisition,Blank Check / SPAC,429.96M
YSAC,Yellowstone Acquisition,Blank Check / SPAC,172.54M
YTPG,TPG Pace Beneficial II,Blank Check / SPAC,525.33M
ZNTE,Zanite Acquisition,Blank Check / SPAC,292.10M
ZT,Zimmer Energy Transition Acquisition,Blank Check / SPAC,420.04M
ZWRK,Z-Work Acquisition,Blank Check / SPAC,280.89M
CURI,CuriosityStream,Broadcasting,527.00M
GSMG,Glory Star New Media Group Holdings,Broadcasting,136.45M
GTN.A,Gray Television,Broadcasting,2.24B
MDIA,Mediaco Holding,Broadcasting,75.05M
SJ,Scienjoy Holding,Broadcasting,189.69M
AAON,"AAON, Inc.",Building Products,3.80B
AFI,Armstrong Flooring,Building Products,61.59M
ALLE,Allegion,Building Products,11.65B
AMWD,American Woodmark,Building Products,1.17B
AOS,A. O. Smith,Building Products,11.89B
APOG,Apogee Enterprises,Building Products,1.15B
APT,Alpha Pro Tech,Building Products,81.15M
AUVI,Applied UV,Building Products,55.53M
AWI,Armstrong World Industries,Building Products,5.14B
AZEK,AZEK Company,Building Products,5.78B
BLDR,Builders FirstSource,Building Products,12.13B
CARR,Carrier Global,Building Products,45.21B
CNR,Cornerstone Building Brands,Building Products,1.88B
CSTE,Caesarstone,Building Products,439.49M
CSWI,CSW Industrials,Building Products,2.25B
DOOR,Masonite International,Building Products,2.95B
DRTT,DIRTT Environmental Solutions,Building Products,271.54M
FBHS,Fortune Brands,Building Products,13.95B
GFF,Griffon Corporation,Building Products,1.53B
IIIN,Insteel Industries,Building Products,807.96M
JCI,Johnson Controls,Building Products,52.41B
JCTCF,Jewett-Cameron Trading,Building Products,36.96M
JELD,JELD-WEN Holding,Building Products,2.52B
LII,Lennox International,Building Products,11.09B
MAS,Masco,Building Products,15.78B
NX,Quanex Building Products,Building Products,720.72M
OC,Owens Corning,Building Products,9.46B
PATK,Patrick Industries,Building Products,1.90B
PGTI,PGT Innovations,Building Products,1.31B
REZI,Resideo Technologies,Building Products,3.77B
ROCK,Gibraltar Industries,Building Products,2.19B
SSD,Simpson Manufacturing,Building Products,4.81B
TREX,Trex Company,Building Products,12.64B
TT,Trane Technologies,Building Products,43.09B
UFPI,Universal Forest Products,Building Products,5.12B
WMS,Advanced Drainage Systems,Building Products,8.00B
AEHL,Antelope Enterprise Holdings,Building Products & Equipment,18.55M
JBI,Janus International Group,Building Products & Equipment,1.96B
SWIM,Latham Group,Building Products & Equipment,1.89B
VIEW,View,Building Products & Equipment,1.15B
AB,AllianceBernstein,Capital Markets,5.64B
AC,Associated Capital Group,Capital Markets,1.51B
AGMH,AGM Group Holdings,Capital Markets,243.46M
AINC,Ashford,Capital Markets,50.56M
AINV,Apollo Investment,Capital Markets,864.77M
AMG,Affiliated Managers Group,Capital Markets,7.66B
AMK,AssetMark Financial,Capital Markets,1.91B
AMP,Ameriprise Financial,Capital Markets,34.37B
APAM,Artisan Partners Asset Management,Capital Markets,3.91B
APO,Apollo Global Management,Capital Markets,33.04B
ARBK,Argo Blockchain,Capital Markets,832.34M
ARCC,Ares Capital,Capital Markets,9.91B
ARES,Ares Management,Capital Markets,13.73B
ASA,ASA Gold And Precious Metals,Capital Markets,401.42M
BAM,Brookfield Asset Management,Capital Markets,94.72B
BANX,StoneCastle Financial,Capital Markets,160.07M
BBDC,Barings BDC,Capital Markets,733.50M
BCOR,Blucora,Capital Markets,818.65M
BCSF,Bain Capital,Capital Markets,1.01B
BEN,Franklin Resources,Capital Markets,17.68B
BGCP,BGC Partners,Capital Markets,2.13B
BITF,Bitfarms,Capital Markets,921.77M
BK,Bank of New York Mellon,Capital Markets,49.57B
BKCC,BlackRock Capital Investment,Capital Markets,321.60M
BLK,BlackRock,Capital Markets,142.30B
BSIG,BrightSphere Investment Group,Capital Markets,2.37B
BTCS,BTCS,Capital Markets,67.99M
BX,Blackstone Group,Capital Markets,96.39B
CBOE,Cboe Global Markets,Capital Markets,14.28B
CG,The Carlyle Group,Capital Markets,19.79B
CGBD,"TCG BDC, Inc.",Capital Markets,759.59M
CIFR,Cipher Mining,Capital Markets,2.43B
CME,CME Group,Capital Markets,78.41B
CNS,Cohen & Steers,Capital Markets,4.64B
COHN,Cohen & Company,Capital Markets,34.73M
COWN,Cowen Inc.,Capital Markets,1.11B
CS,Credit Suisse Group,Capital Markets,26.97B
CSWC,Capital Southwest,Capital Markets,572.32M
DB,Deutsche Bank,Capital Markets,27.73B
DFIN,Donnelley Financial Solutions,Capital Markets,1.34B
DHIL,Diamond Hill Investment Group,Capital Markets,704.12M
EQOS,Diginex,Capital Markets,235.46M
EQS,Equus Total Return,Capital Markets,31.63M
EVR,Evercore,Capital Markets,6.13B
FDS,FactSet Research Systems,Capital Markets,16.43B
FDUS,Fidus Investment,Capital Markets,430.83M
FOCS,Focus Financial Partners,Capital Markets,3.83B
FRHC,Freedom Holding,Capital Markets,4.00B
FSK,FS KKR Capital,Capital Markets,6.15B
FUTU,Futu Holdings,Capital Markets,8.55B
GAIN,Gladstone Investment,Capital Markets,528.29M
GBDC,Golub Capital BDC,Capital Markets,2.67B
GBL,GAMCO Investors,Capital Markets,722.96M
GECC,Great Elm Capital,Capital Markets,94.36M
GEG,Great Elm Group,Capital Markets,52.91M
GHL,Greenhill & Co.,Capital Markets,302.54M
GLAD,Gladstone Capital,Capital Markets,398.96M
GREE,Greenidge Generation Holdings,Capital Markets,1.02B
GRNQ,Greenpro Capital,Capital Markets,81.21M
GROW,U.S. Global Investors,Capital Markets,94.35M
GS,Goldman Sachs,Capital Markets,139.51B
GSBD,Goldman Sachs BDC,Capital Markets,1.93B
HGBL,Heritage Global,Capital Markets,68.59M
HIVE,HIVE Blockchain Technologies,Capital Markets,1.46B
HKIB,AMTD International,Capital Markets,960.34M
HLI,Houlihan Lokey,Capital Markets,7.94B
HLNE,Hamilton Lane,Capital Markets,3.99B
