Symbol,Company Name,"Industry<path fill-rule=""evenodd"" d=""M14.707 12.707a1 1 0 01-1.414 0L10 9.414l-3.293 3.293a1 1 0 01-1.414-1.414l4-4a1 1 0 011.414 0l4 4a1 1 0 010 1.414z"" clip-rule=""evenodd"">",Market Cap
GB,Global Blue,Information Technology Services,1.59B
MIGI,Mawson Infrastructure Group,Information Technology Services,793.51M
NABL,N-able,Information Technology Services,2.45B
NXTP,NextPlay Technologies,Information Technology Services,131.38M
PSFE,Paysafe,Information Technology Services,5.76B
TASK,TaskUs,Information Technology Services,5.82B
TRIT,Triterras Fintech,Information Technology Services,622.31M
TWKS,Thoughtworks Holding,Information Technology Services,9.05B
AAME,Atlantic American,Insurance,86.95M
ACGL,Arch Capital Group,Insurance,16.49B
AEG,Aegon,Insurance,10.35B
AEL,American Equity Investment Life,Insurance,3.10B
AFG,American Financial Group,Insurance,11.52B
AFL,Aflac,Insurance,36.30B
AGO,Assured Guaranty,Insurance,4.14B
AIG,American International Group,Insurance,51.47B
AIZ,Assurant,Insurance,9.50B
AJG,Arthur J. Gallagher,Insurance,33.68B
ALL,Allstate,Insurance,36.52B
AMBC,Ambac Financial Group,Insurance,790.31M
AMSF,"AMERISAFE, Inc.",Insurance,1.19B
ANAT,American National Insurance,Insurance,5.12B
AON,Aon plc,Insurance,69.27B
ARGO,Argo Group International,Insurance,1.95B
ATH,Athene Holding,Insurance,16.56B
AXS,AXIS Capital Holdings,Insurance,4.56B
BHF,Brighthouse Financial,Insurance,4.33B
BRO,Brown & Brown,Insurance,17.47B
BRP,BRP Group,Insurance,3.99B
CB,Chubb,Insurance,82.84B
CIA,Citizens,Insurance,327.08M
CINF,Cincinnati Financial,Insurance,19.42B
CNA,CNA Financial,Insurance,12.49B
CNFR,Conifer Holdings,Insurance,26.47M
CNO,CNO Financial Group,Insurance,3.19B
DGICA,Donegal Group,Insurance,454.35M
DGICB,Donegal Group,Insurance,448.37M
EHTH,eHealth,Insurance,1.20B
EIG,Employers Holdings,Insurance,1.10B
ERIE,Erie Indemnity,Insurance,10.81B
ESGR,Enstar Group,Insurance,4.29B
FAF,First American Financial,Insurance,8.00B
FANH,Fanhua,Insurance,709.31M
FGF,FG Financial Group,Insurance,25.66M
FNF,Fidelity National Financial,Insurance,13.72B
FNHC,FedNat Holding,Insurance,46.58M
FSR,Fisker,Insurance,5.18B
GBLI,Global Indemnity,Insurance,377.47M
GL,Globe Life,Insurance,9.31B
GLRE,Greenlight Capital Re,Insurance,254.30M
GNW,Genworth Financial,Insurance,2.23B
GSHD,Goosehead Insurance,Insurance,5.15B
HALL,Hallmark Financial Services,Insurance,62.14M
HCI,HCI Group,Insurance,1.15B
HIG,Hartford Financial Services,Insurance,25.39B
HMN,Horace Mann Educators,Insurance,1.67B
HRTG,Heritage Insurance Holdings,Insurance,189.32M
ICCH,ICC Holdings,Insurance,55.91M
IHC,Independence Holding,Insurance,721.97M
ITIC,Investors Title Company,Insurance,372.02M
JRVR,James River Group Holdings,Insurance,1.20B
KFS,Kingsway Financial Services,Insurance,121.53M
KINS,Kingstone Companies,Insurance,59.37M
KMPR,Kemper Corporation,Insurance,4.07B
KNSL,Kinsale Capital Group,Insurance,4.42B
L,Loews,Insurance,14.69B
LFC,China Life Insurance,Insurance,112.71B
LMND,Lemonade,Insurance,4.06B
LNC,Lincoln National,Insurance,13.93B
MBI,MBIA Inc.,Insurance,856.35M
MCY,Mercury General,Insurance,3.07B
MET,MetLife,Insurance,54.97B
MFC,Manulife Financial,Insurance,38.40B
MHLD,Maiden Holdings,Insurance,280.87M
MKL,Markel,Insurance,18.06B
MMC,Marsh & McLennan,Insurance,82.19B
NODK,NI Holdings,Insurance,419.96M
NSEC,National Security Group,Insurance,25.61M
NWLI,National Western Life Group,Insurance,778.84M
ORI,Old Republic International,Insurance,8.05B
OXBR,Oxbridge Re Holdings,Insurance,19.78M
PFG,Principal Financial Group,Insurance,17.98B
PGR,Progressive,Insurance,55.40B
PLMR,Palomar Holdings,Insurance,2.29B
PRA,ProAssurance,Insurance,1.29B
PRI,Primerica,Insurance,6.85B
PRU,Prudential Financial,Insurance,42.97B
PUK,Prudential,Insurance,57.22B
RE,Everest Re Group,Insurance,10.58B
RGA,Reinsurance Group of America,Insurance,8.26B
RLI,RLI Corp.,Insurance,4.98B
RNR,RenaissanceRe Holdings,Insurance,6.80B
SAFT,Safety Insurance Group,Insurance,1.18B
SIGI,Selective Insurance Group,Insurance,4.69B
SLF,Sun Life Financial,Insurance,33.60B
STC,Stewart Information Services,Insurance,1.92B
STFC,State Auto Financial,Insurance,2.27B
THG,Hanover Insurance Group,Insurance,4.51B
TIPT,Tiptree,Insurance,532.57M
TRUP,Trupanion,Insurance,4.20B
TRV,Travelers,Insurance,39.39B
UFCS,United Fire Group,Insurance,556.35M
UIHC,United Insurance Holdings,Insurance,178.44M
UNAM,Unico American,Insurance,18.39M
UNM,Unum Group,Insurance,5.37B
UVE,Universal Insurance Holdings,Insurance,458.48M
VERY,Vericity,Insurance,124.35M
WLTW,Willis Towers Watson,Insurance,29.61B
WRB,W.R. Berkley,Insurance,14.14B
WTM,White Mountains Insurance Group,Insurance,3.42B
Y,Alleghany,Insurance,9.11B
CRD.A,Crawford & Company,Insurance Brokers,458.50M
CRD.B,Crawford & Company,Insurance Brokers,450.70M
GOCO,GoHealth,Insurance Brokers,1.83B
HUIZ,Huize Holding,Insurance Brokers,104.91M
RELI,Reliance Global Group,Insurance Brokers,27.25M
SLQT,SelectQuote,Insurance Brokers,2.29B
TIRX,Tian Ruixiang Holdings,Insurance Brokers,41.05M
IGIC,International General Insurance,Insurance-Diversified,420.41M
WDH,Waterdrop,Insurance-Diversified,831.61M
MDWT,Midwest Holding,Insurance-Life,145.76M
MILE,Metromile,Insurance-Property & Casualty,413.13M
ROOT,"Root, Inc.",Insurance-Property & Casualty,1.26B
SPNT,SiriusPoint,Insurance-Reinsurance,1.56B
ACT,Enact Holdings,Insurance-Specialty,3.76B
HIPO,Hippo Holdings,Insurance-Specialty,2.42B
RYAN,Ryan Specialty Group,Insurance-Specialty,4.09B
ANGI,ANGI Homeservices,Interactive Media & Services,6.38B
ATHM,Autohome,Interactive Media & Services,5.08B
ATY,AcuityAds,Interactive Media & Services,0.00
AUTO,AutoWeb,Interactive Media & Services,43.36M
BIDU,"Baidu, Inc",Interactive Media & Services,60.88B
CARG,Cargurus,Interactive Media & Services,3.94B
CARS,Cars.com,Interactive Media & Services,933.09M
DHX,DHI Group,Interactive Media & Services,238.14M
DUO,Fangdd Network Group,Interactive Media & Services,83.84M
EB,Eventbrite,Interactive Media & Services,2.01B
EVER,EverQuote,Interactive Media & Services,416.95M
FB,Facebook,Interactive Media & Services,917.93B
FENG,Phoenix New Media,Interactive Media & Services,102.80M
GENI,Genius Sports,Interactive Media & Services,3.78B
GOOG,Alphabet,Interactive Media & Services,"1,907.13B"
GOOGL,Alphabet,Interactive Media & Services,"1,906.35B"
IAC,IAC/InterActiveCorp,Interactive Media & Services,13.76B
IZEA,IZEA Worldwide,Interactive Media & Services,131.39M
JFU,9F Inc.,Interactive Media & Services,309.34M
KRKR,36Kr Holdings,Interactive Media & Services,64.39M
LKCO,Luokung Technology,Interactive Media & Services,478.00M
LOV,Spark Networks SE,Interactive Media & Services,72.13M
LTRPA,Liberty TripAdvisor Holdings,Interactive Media & Services,335.81M
LTRPB,Liberty TripAdvisor Holdings,Interactive Media & Services,316.35M
MOMO,Hello Group,Interactive Media & Services,2.68B
MTCH,Match Group,Interactive Media & Services,43.51B
PINS,Pinterest,Interactive Media & Services,29.18B
QNST,QuinStreet,Interactive Media & Services,777.24M
QTT,Qutoutiao,Interactive Media & Services,286.08M
SFUN,Fang Holdings,Interactive Media & Services,52.68M
SLGG,Super League Gaming,Interactive Media & Services,136.67M
SNAP,"Snap, Inc.",Interactive Media & Services,86.90B
SOHU,Sohu.com,Interactive Media & Services,824.65M
SY,So-Young International,Interactive Media & Services,428.28M
TKAT,Takung Art,Interactive Media & Services,81.58M
TRIP,TripAdvisor,Interactive Media & Services,4.51B
TRUE,TrueCar,Interactive Media & Services,406.79M
TRVG,Trivago,Interactive Media & Services,944.65M
TWTR,Twitter,Interactive Media & Services,44.07B
TZOO,Travelzoo,Interactive Media & Services,118.80M
WB,Weibo,Interactive Media & Services,10.55B
YALA,Yalla Group,Interactive Media & Services,954.26M
YELP,Yelp Inc.,Interactive Media & Services,2.93B
YNDX,Yandex,Interactive Media & Services,29.57B
YQ,17 Education & Technology,Interactive Media & Services,164.08M
YY,JOYY Inc.,Interactive Media & Services,4.05B
Z,Zillow,Interactive Media & Services,24.77B
ZDGE,"Zedge, Inc.",Interactive Media & Services,170.66M
ZG,Zillow,Interactive Media & Services,24.14B
ZI,ZoomInfo Technologies,Interactive Media & Services,15.25B
AMZN,Amazon,Internet & Direct Marketing Retail,"1,682.28B"
APRN,Blue Apron,Internet & Direct Marketing Retail,232.35M
BABA,Alibaba Group,Internet & Direct Marketing Retail,468.87B
BKNG,Booking Holdings,Internet & Direct Marketing Retail,102.23B
BWMX,Betterware de Mexico,Internet & Direct Marketing Retail,1.02B
BZUN,Baozun,Internet & Direct Marketing Retail,1.44B
CANG,Cango Inc.,Internet & Direct Marketing Retail,642.20M
CHWY,Chewy,Internet & Direct Marketing Retail,31.21B
DADA,Dada Nexus,Internet & Direct Marketing Retail,5.23B
DASH,DoorDash,Internet & Direct Marketing Retail,66.89B
DESP,Despegar.com,Internet & Direct Marketing Retail,781.61M
DLTH,Duluth Holdings,Internet & Direct Marketing Retail,491.55M
EBAY,eBay Inc.,Internet & Direct Marketing Retail,47.76B
ETSY,"Etsy, Inc.",Internet & Direct Marketing Retail,30.84B
EXPE,Expedia,Internet & Direct Marketing Retail,25.22B
FLWS,1-800-Flowers.com,Internet & Direct Marketing Retail,2.06B
FTCH,Farfetch,Internet & Direct Marketing Retail,14.92B
FVRR,Fiverr International,Internet & Direct Marketing Retail,6.34B
GRPN,Groupon,Internet & Direct Marketing Retail,670.21M
GRUB,Grubhub,Internet & Direct Marketing Retail,15.58B
IMBI,iMedia Brands,Internet & Direct Marketing Retail,130.48M
JD,JD.com,Internet & Direct Marketing Retail,131.13B
JMIA,Jumia Technologies AG,Internet & Direct Marketing Retail,1.90B
LE,Lands' End,Internet & Direct Marketing Retail,864.10M
LEJU,Leju Holdings,Internet & Direct Marketing Retail,188.78M
LITB,LightInTheBox,Internet & Direct Marketing Retail,176.00M
LQDT,Liquidity Services,Internet & Direct Marketing Retail,734.62M
MARK,Remark Holdings,Internet & Direct Marketing Retail,201.81M
MELI,MercadoLibre,Internet & Direct Marketing Retail,74.05B
MGNI,Magnite,Internet & Direct Marketing Retail,3.64B
MMYT,MakeMyTrip,Internet & Direct Marketing Retail,3.45B
MOGU,"Mogu, Inc.",Internet & Direct Marketing Retail,99.02M
MOHO,ECMOHO Limited,Internet & Direct Marketing Retail,31.53M
MOXC,Moxian,Internet & Direct Marketing Retail,119.34M
OSTK,Overstock.com,Internet & Direct Marketing Retail,4.07B
OZON,Ozon Holdings,Internet & Direct Marketing Retail,9.24B
PCOM,Points International,Internet & Direct Marketing Retail,262.04M
PDD,Pinduoduo,Internet & Direct Marketing Retail,117.16B
PETS,PetMed Express,Internet & Direct Marketing Retail,610.70M
POSH,Poshmark,Internet & Direct Marketing Retail,1.81B
PRTS,CarParts.com,Internet & Direct Marketing Retail,790.56M
PUBM,PubMatic,Internet & Direct Marketing Retail,1.48B
QRTEA,Qurate Retail,Internet & Direct Marketing Retail,4.45B
QRTEB,Qurate Retail,Internet & Direct Marketing Retail,4.55B
QUOT,Quotient Technology,Internet & Direct Marketing Retail,628.67M
REAL,"RealReal, Inc",Internet & Direct Marketing Retail,1.22B
RMBL,RumbleOn,Internet & Direct Marketing Retail,601.61M
RVLV,Revolve Group,Internet & Direct Marketing Retail,5.35B
SECO,Secoo Holding,Internet & Direct Marketing Retail,79.84M
SFIX,Stitch Fix,Internet & Direct Marketing Retail,3.75B
SSTK,Shutterstock,Internet & Direct Marketing Retail,4.42B
TCOM,Trip.com Group,Internet & Direct Marketing Retail,19.03B
UXIN,Uxin Limited,Internet & Direct Marketing Retail,969.61M
VIPS,Vipshop Holdings,Internet & Direct Marketing Retail,8.06B
W,Wayfair,Internet & Direct Marketing Retail,26.24B
WISH,ContextLogic,Internet & Direct Marketing Retail,3.42B
WTRH,Waitr Holdings,Internet & Direct Marketing Retail,222.94M
YJ,Yunji,Internet & Direct Marketing Retail,187.71M
YTRA,Yatra Online,Internet & Direct Marketing Retail,150.21M
BLCT,BlueCity Holdings,Internet Content & Information,108.81M
BODY,Beachbody,Internet Content & Information,1.70B
CRTD,Creatd,Internet Content & Information,52.34M
GROM,Grom Social Enterprises,Internet Content & Information,45.34M
LIZI,Lizhi Inc.,Internet Content & Information,157.88M
LZ,LegalZoom.com,Internet Content & Information,5.29B
MAX,MediaAlpha,Internet Content & Information,710.70M
OB,Outbrain,Internet Content & Information,924.34M
SMWB,Similarweb,Internet Content & Information,1.44B
TBLA,Taboola,Internet Content & Information,2.17B
TC,TuanChe,Internet Content & Information,47.51M
ZH,Zhihu,Internet Content & Information,4.93B
AKA,a.k.a. Brands,Internet Retail,1.28B
CPNG,Coupang,Internet Retail,52.47B
DIBS,1stdibs.com,Internet Retail,627.75M
DTC,Solo Brands,Internet Retail,1.16B
GLBE,Global-E Online,Internet Retail,8.86B
GOED,1847 Goedeker,Internet Retail,324.48M
HEPS,D-MARKET Electronic Services & Trading,Internet Retail,1.54B
IPW,iPower,Internet Retail,87.02M
JWEL,Jowell Global,Internet Retail,147.48M
NEGG,Newegg Commerce,Internet Retail,4.53B
OCG,Oriental Culture Holding,Internet Retail,88.73M
RERE,AiHuiShou International,Internet Retail,1.89B
SFT,Shift Technologies,Internet Retail,600.17M
TDUP,ThredUp,Internet Retail,2.11B
ARIS,Aris Water Solutions,Internet Software & Services (discont...,232.98M
MOVE,Movano,Internet Software & Services (discont...,113.39M
SDIG,Stronghold Digital Mining,Internet Software & Services (discont...,1.31B
HYW,Hywin Holdings,Investment Advice,173.60M
BBIG,Vinco Ventures,Leisure,542.60M
FXLV,F45 Training,Leisure,1.33B
LTH,Life Time Group,Leisure,3.35B
XPOF,Xponential Fitness,Leisure,811.24M
AOUT,American Outdoor Brands,Leisure Products,320.45M
BC,Brunswick,Leisure Products,7.57B
CLAR,Clarus Corporation,Leisure Products,935.92M
DOOO,BRP Inc.,Leisure Products,7.32B
ELY,Callaway Golf,Leisure Products,5.21B
ESCA,Escalade,Leisure Products,261.32M
GNUS,Genius Brands International,Leisure Products,418.34M
GOLF,Acushnet Holdings,Leisure Products,3.91B
HAS,Hasbro,Leisure Products,13.10B
HAYW,Hayward Holdings,Leisure Products,5.39B
JAKK,JAKKS Pacific,Leisure Products,109.29M
JOUT,Johnson Outdoors,Leisure Products,1.12B
MAT,Mattel,Leisure Products,7.53B
MBUU,Malibu Boats,Leisure Products,1.54B
MCFT,MasterCraft Boat Holdings,Leisure Products,524.27M
MPX,Marine Products,Leisure Products,428.32M
NLS,Nautilus,Leisure Products,332.86M
PII,Polaris,Leisure Products,7.29B
POWW,AMMO Inc,Leisure Products,707.97M
PTON,Peloton Interactive,Leisure Products,28.11B
RGR,"Sturm, Ruger & Company",Leisure Products,1.39B
SUMR,Summer Infant,Leisure Products,17.06M
SWBI,Smith & Wesson Brands,Leisure Products,1.05B
VMAR,Vision Marine Technologies,Leisure Products,57.33M
VSTO,Vista Outdoor,Leisure Products,2.45B
YETI,YETI Holdings,Leisure Products,8.78B
A,Agilent Technologies,Life Sciences Tools & Services,47.55B
ADPT,Adaptive Biotechnologies,Life Sciences Tools & Services,4.97B
AVTR,Avantor,Life Sciences Tools & Services,24.05B
AXDX,Accelerate Diagnostics,Life Sciences Tools & Services,410.69M
BIO,Bio-Rad Laboratories,Life Sciences Tools & Services,23.02B
BLI,Berkeley Lights,Life Sciences Tools & Services,1.64B
BNGO,BioNano Genomics,Life Sciences Tools & Services,1.51B
BRKR,Bruker,Life Sciences Tools & Services,12.27B
CDXC,ChromaDex,Life Sciences Tools & Services,437.82M
CDXS,Codexis,Life Sciences Tools & Services,2.17B
CGEN,Compugen,Life Sciences Tools & Services,558.89M
CRL,Charles River Laboratories,Life Sciences Tools & Services,22.19B
CSBR,Champions Oncology,Life Sciences Tools & Services,130.33M
FLDM,Fluidigm,Life Sciences Tools & Services,392.26M
GENE,Genetic Technologies,Life Sciences Tools & Services,49.81M
HBIO,Harvard Bioscience,Life Sciences Tools & Services,300.42M
ICLR,ICON plc,Life Sciences Tools & Services,23.02B
ILMN,Illumina,Life Sciences Tools & Services,65.23B
IQV,IQVIA Holdings,Life Sciences Tools & Services,49.46B
MEDP,Medpace Holdings,Life Sciences Tools & Services,8.14B
MTD,Mettler-Toledo,Life Sciences Tools & Services,33.39B
NEO,NeoGenomics,Life Sciences Tools & Services,5.79B
NOTV,Inotiv,Life Sciences Tools & Services,810.79M
NSTG,NanoString Technologies,Life Sciences Tools & Services,2.20B
PACB,Pacific Biosciences of California,Life Sciences Tools & Services,6.07B
PKI,PerkinElmer,Life Sciences Tools & Services,22.26B
PPD,"PPD, Inc.",Life Sciences Tools & Services,16.63B
PSNL,Personalis,Life Sciences Tools & Services,917.12M
QGEN,Qiagen,Life Sciences Tools & Services,12.73B
QNRX,Quoin Pharmaceuticals,Life Sciences Tools & Services,12.91M
QTRX,Quanterix,Life Sciences Tools & Services,1.96B
RGEN,Repligen,Life Sciences Tools & Services,16.83B
SEER,"Seer, Inc",Life Sciences Tools & Services,2.37B
SYNH,Syneos Health,Life Sciences Tools & Services,9.71B
TECH,Bio-Techne,Life Sciences Tools & Services,20.60B
TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,249.86B
TXG,10X Genomics,Life Sciences Tools & Services,18.15B
WAT,Waters Corporation,Life Sciences Tools & Services,22.37B
MCG,Membership Collective Group,Lodging,2.18B
BRLT,Brilliant Earth Group,Luxury Goods,127.65M
MYTE,MYT Netherlands,Luxury Goods,2.31B
AGCO,AGCO Corporation,Machinery,9.34B
AGFY,Agrify,Machinery,329.76M
AIMC,Altra Industrial Motion,Machinery,3.57B
AIN,Albany International,Machinery,2.69B
ALG,Alamo Group,Machinery,1.83B
ALSN,Allison Transmission Holdings,Machinery,3.57B
AQUA,Evoqua Water Technologies,Machinery,5.11B
ARTW,Art's-Way Manufacturing,Machinery,17.18M
ASTE,Astec Industries,Machinery,1.25B
B,Barnes Group,Machinery,2.11B
BIMI,BIMI International Medical,Machinery,27.65M
BLBD,Blue Bird,Machinery,578.09M
CAT,Caterpillar,Machinery,112.44B
CFX,Colfax Corporation,Machinery,7.79B
CIR,CIRCOR International,Machinery,647.48M
CMCO,Columbus McKinnon,Machinery,1.33B
CMI,Cummins,Machinery,35.23B
CNHI,CNH Industrial,Machinery,23.77B
CR,Crane Co.,Machinery,6.21B
CVGI,Commercial Vehicle Group,Machinery,337.03M
CVR,Chicago Rivet & Machine Co.,Machinery,26.15M
CYD,China Yuchai International,Machinery,538.10M
DCI,Donaldson Company,Machinery,7.53B
DE,Deere & Company,Machinery,111.23B
DOV,Dover,Machinery,24.44B
EML,Eastern Company,Machinery,151.26M
EPAC,Enerpac Tool Group,Machinery,1.29B
ERII,Energy Recovery,Machinery,1.17B
ESE,ESCO Technologies,Machinery,2.29B
FELE,Franklin Electric,Machinery,4.08B
FLOW,SPX Flow,Machinery,3.18B
FLS,Flowserve,Machinery,4.40B
FSS,Federal Signal,Machinery,2.69B
FSTR,L.B. Foster Company,Machinery,176.71M
FTV,Fortive,Machinery,27.47B
GBX,Greenbrier Companies,Machinery,1.38B
GENC,Gencor Industries,Machinery,162.69M
GGG,Graco,Machinery,12.99B
GHM,Graham Corporation,Machinery,137.55M
GRC,Gorman-Rupp Company,Machinery,1.11B
GTEC,Greenland Technologies Holding,Machinery,66.52M
GTES,Gates Industrial,Machinery,5.00B
GTLS,Chart Industries,Machinery,6.62B
HI,Hillenbrand,Machinery,3.44B
HIHO,Highway Holdings,Machinery,15.62M
HLIO,Helios Technologies,Machinery,2.91B
HSC,Harsco,Machinery,1.44B
HURC,Hurco Companies,Machinery,219.23M
HY,Hyster-Yale Materials Handling,Machinery,836.84M
IEX,IDEX Corporation,Machinery,17.02B
IR,Ingersoll-Rand,Machinery,22.08B
ITT,ITT Inc.,Machinery,8.27B
ITW,Illinois Tool Works,Machinery,72.08B
JBT,JBT Corporation,Machinery,4.91B
KAI,Kadant,Machinery,2.56B
KIQ,Kelso Technologies,Machinery,39.11M
