model,sample_size,solver,OLS_error_quad,error_quad,fo_value,time,time_process,n_betas,status,tau,kappa,lambda,alpha,theta
SCIKIT_LASSO,2440,coordinate descent,0.0009312390251919185,0.07722344735395599,2.2783771001544557,25.47523134549459,24.729427083333334,174,converged,1.0,1.0,1.0,0.0009312390251919185,
CG_LASSO_SOC1,2440,MOSEK,0.0009312390251919185,0.07715259382110876,2.2783567160395233,0.22231764793395997,0.4864583333333333,183,converged,1.0,1.0,1.0,1.0,0.0009312390251919185
CG_LASSO_SOC1_v2,2440,MOSEK,0.0009312390251919185,0.07714379837787413,2.278359238157795,0.1887899120648702,0.4309895833333333,176,converged,1.0,1.0,1.0,1.0,0.0009312390251919185
CG_SOC1_upgrade,2440,MOSEK,0.0009312390251919185,0.07714574492860847,2.278357973056657,1.2378224929173787,1.46015625,175,converged,1.0,1.0,1.0,1.0,0.0009312390251919185
SOCP,2440,MOSEK,0.0009312390251919185,0.001733795517933604,0.005598804404760069,4.727553737163544,5.1828125,1037,converged,0.0009312390251919185,0.0009312390251919185,0.0009312390251919185,1.0,0.0009312390251919185
L_LASSO,2440,MOSEK,0.0009312390251919185,0.0017331905257181946,0.005583544297406076,0.3421438376108805,1.4013020833333334,1048,converged,0.0009312390251919185,0.0009312390251919185,0.0009312390251919185,1.0,0.0009312390251919185
SCIKIT_LASSO,2440,coordinate descent,0.0009312390251919185,0.00606366687241753,0.014943457361751844,134.1238293727239,129.18802083333333,1090,converged,0.0009312390251919185,0.0009312390251919185,1.0,0.0009312390251919185,
CG_LASSO_SOC1,2440,MOSEK,0.0009312390251919185,0.001733127269965389,0.0055836520247790344,3.9640753587086994,8.755989583333333,1033,converged,0.0009312390251919185,0.0009312390251919185,0.0009312390251919185,1.0,0.0009312390251919185
CG_LASSO_SOC1_v2,2440,MOSEK,0.0009312390251919185,0.0017332701044437547,0.005583514620977251,3.569090847174327,8.4234375,1029,converged,0.0009312390251919185,0.0009312390251919185,0.0009312390251919185,1.0,0.0009312390251919185
CG_SOC1_upgrade,2440,MOSEK,0.0009312390251919185,0.0017331612433958447,0.005583539731239793,47.55083561340968,53.03671875,1030,converged,0.0009312390251919185,0.0009312390251919185,0.0009312390251919185,1.0,0.0009312390251919185
